areaCode,areaName,areaType,date,age,cases,rollingSum,rollingRate
E92000001,England,nation,2021-02-07,30_34,1087,11025,288.3
E92000001,England,nation,2021-02-07,35_39,1008,10257,274.4
E92000001,England,nation,2021-02-07,40_44,858,8731,251.2
E92000001,England,nation,2021-02-07,45_49,825,8417,231.3
E92000001,England,nation,2021-02-07,50_54,832,8791,226.8
E92000001,England,nation,2021-02-07,55_59,714,7893,209.8
E92000001,England,nation,2021-02-07,60+,1791,20250,148.2
E92000001,England,nation,2021-02-07,60_64,520,5873,183.7
E92000001,England,nation,2021-02-07,65_69,321,3424,123.0
E92000001,England,nation,2021-02-07,70_74,239,2613,92.9
E92000001,England,nation,2021-02-07,75_79,220,2223,110.6
E92000001,England,nation,2021-02-07,80_84,163,2031,140.1
E92000001,England,nation,2021-02-07,85_89,175,1985,224.2
E92000001,England,nation,2021-02-07,90+,153,2101,403.2
E92000001,England,nation,2021-02-07,unassigned,9,118,
E92000001,England,nation,2021-02-06,00_04,332,3409,105.2
E92000001,England,nation,2021-02-06,00_59,9023,92151,214.9
E92000001,England,nation,2021-02-06,05_09,287,3071,86.8
E92000001,England,nation,2021-02-06,10_14,349,3487,101.5
E92000001,England,nation,2021-02-06,15_19,541,5161,165.6
E92000001,England,nation,2021-02-06,20_24,841,9042,260.4
E92000001,England,nation,2021-02-06,25_29,1081,10823,287.0
E92000001,England,nation,2021-02-06,30_34,1122,11447,299.3
E92000001,England,nation,2021-02-06,35_39,1036,10618,284.0
E92000001,England,nation,2021-02-06,40_44,913,9063,260.7
E92000001,England,nation,2021-02-06,45_49,807,8737,240.1
E92000001,England,nation,2021-02-06,50_54,945,9120,235.3
E92000001,England,nation,2021-02-06,55_59,769,8173,217.3
E92000001,England,nation,2021-02-06,60+,1924,20904,153.0
E92000001,England,nation,2021-02-06,60_64,587,6074,190.0
E92000001,England,nation,2021-02-06,65_69,335,3541,127.2
E92000001,England,nation,2021-02-06,70_74,286,2724,96.8
E92000001,England,nation,2021-02-06,75_79,219,2257,112.3
E92000001,England,nation,2021-02-06,80_84,178,2115,145.9
E92000001,England,nation,2021-02-06,85_89,166,2044,230.9
E92000001,England,nation,2021-02-06,90+,153,2149,412.4
E92000001,England,nation,2021-02-06,unassigned,4,120,
E92000001,England,nation,2021-02-05,00_04,454,3589,110.8
E92000001,England,nation,2021-02-05,00_59,11714,95920,223.6
E92000001,England,nation,2021-02-05,05_09,406,3208,90.6
E92000001,England,nation,2021-02-05,10_14,454,3582,104.3
E92000001,England,nation,2021-02-05,15_19,636,5399,173.3
E92000001,England,nation,2021-02-05,20_24,1175,9492,273.3
E92000001,England,nation,2021-02-05,25_29,1299,11156,295.8
E92000001,England,nation,2021-02-05,30_34,1490,11894,311.0
E92000001,England,nation,2021-02-05,35_39,1352,11044,295.4
E92000001,England,nation,2021-02-05,40_44,1164,9456,272.0
E92000001,England,nation,2021-02-05,45_49,1115,9147,251.4
E92000001,England,nation,2021-02-05,50_54,1172,9372,241.8
E92000001,England,nation,2021-02-05,55_59,997,8581,228.1
E92000001,England,nation,2021-02-05,60+,2736,21705,158.9
E92000001,England,nation,2021-02-05,60_64,767,6341,198.4
E92000001,England,nation,2021-02-05,65_69,457,3701,132.9
E92000001,England,nation,2021-02-05,70_74,365,2825,100.4
E92000001,England,nation,2021-02-05,75_79,307,2335,116.2
E92000001,England,nation,2021-02-05,80_84,273,2206,152.2
E92000001,England,nation,2021-02-05,85_89,261,2109,238.2
E92000001,England,nation,2021-02-05,90+,306,2188,419.9
E92000001,England,nation,2021-02-05,unassigned,12,123,
E92000001,England,nation,2021-02-04,00_04,530,3747,115.7
E92000001,England,nation,2021-02-04,00_59,13657,100548,234.4
E92000001,England,nation,2021-02-04,05_09,468,3379,95.5
E92000001,England,nation,2021-02-04,10_14,633,3776,109.9
E92000001,England,nation,2021-02-04,15_19,822,5708,183.2
E92000001,England,nation,2021-02-04,20_24,1437,9887,284.7
E92000001,England,nation,2021-02-04,25_29,1588,11584,307.1
E92000001,England,nation,2021-02-04,30_34,1627,12458,325.7
E92000001,England,nation,2021-02-04,35_39,1579,11499,307.6
E92000001,England,nation,2021-02-04,40_44,1240,9959,286.5
E92000001,England,nation,2021-02-04,45_49,1224,9544,262.3
E92000001,England,nation,2021-02-04,50_54,1261,9886,255.1
E92000001,England,nation,2021-02-04,55_59,1248,9121,242.5
E92000001,England,nation,2021-02-04,60+,3031,22974,168.2
E92000001,England,nation,2021-02-04,60_64,947,6687,209.2
E92000001,England,nation,2021-02-04,65_69,519,3916,140.6
E92000001,England,nation,2021-02-04,70_74,371,2965,105.4
E92000001,England,nation,2021-02-04,75_79,332,2485,123.6
E92000001,England,nation,2021-02-04,80_84,287,2396,165.3
E92000001,England,nation,2021-02-04,85_89,275,2256,254.8
E92000001,England,nation,2021-02-04,90+,300,2269,435.5
E92000001,England,nation,2021-02-04,unassigned,28,126,
E92000001,England,nation,2021-02-03,00_04,530,3825,118.1
E92000001,England,nation,2021-02-03,00_59,14611,105109,245.1
E92000001,England,nation,2021-02-03,05_09,497,3478,98.3
E92000001,England,nation,2021-02-03,10_14,524,3811,110.9
E92000001,England,nation,2021-02-03,15_19,831,5851,187.8
E92000001,England,nation,2021-02-03,20_24,1389,10295,296.5
E92000001,England,nation,2021-02-03,25_29,1768,12081,320.3
E92000001,England,nation,2021-02-03,30_34,1835,13105,342.6
E92000001,England,nation,2021-02-03,35_39,1733,12033,321.9
E92000001,England,nation,2021-02-03,40_44,1450,10505,302.2
E92000001,England,nation,2021-02-03,45_49,1375,10090,277.3
E92000001,England,nation,2021-02-03,50_54,1410,10464,270.0
E92000001,England,nation,2021-02-03,55_59,1269,9571,254.4
E92000001,England,nation,2021-02-03,60+,3310,24212,177.2
E92000001,England,nation,2021-02-03,60_64,939,6989,218.6
E92000001,England,nation,2021-02-03,65_69,577,4093,147.0
E92000001,England,nation,2021-02-03,70_74,445,3173,112.8
E92000001,England,nation,2021-02-03,75_79,335,2650,131.8
E92000001,England,nation,2021-02-03,80_84,345,2517,173.7
E92000001,England,nation,2021-02-03,85_89,346,2392,270.2
E92000001,England,nation,2021-02-03,90+,323,2398,460.2
E92000001,England,nation,2021-02-03,unassigned,27,133,
E92000001,England,nation,2021-02-02,00_04,562,3934,121.4
E92000001,England,nation,2021-02-02,00_59,14692,109918,256.3
E92000001,England,nation,2021-02-02,05_09,532,3604,101.8
E92000001,England,nation,2021-02-02,10_14,541,4048,117.8
E92000001,England,nation,2021-02-02,15_19,782,6048,194.1
E92000001,England,nation,2021-02-02,20_24,1428,10879,313.3
E92000001,England,nation,2021-02-02,25_29,1773,12515,331.8
E92000001,England,nation,2021-02-02,30_34,1789,13603,355.7
E92000001,England,nation,2021-02-02,35_39,1657,12573,336.3
E92000001,England,nation,2021-02-02,40_44,1432,11004,316.5
E92000001,England,nation,2021-02-02,45_49,1422,10567,290.4
E92000001,England,nation,2021-02-02,50_54,1436,10988,283.5
E92000001,England,nation,2021-02-02,55_59,1338,10155,270.0
E92000001,England,nation,2021-02-02,60+,3484,25355,185.6
E92000001,England,nation,2021-02-02,60_64,964,7344,229.7
E92000001,England,nation,2021-02-02,65_69,548,4276,153.6
E92000001,England,nation,2021-02-02,70_74,410,3315,117.8
E92000001,England,nation,2021-02-02,75_79,383,2771,137.9
E92000001,England,nation,2021-02-02,80_84,396,2619,180.7
E92000001,England,nation,2021-02-02,85_89,351,2497,282.0
E92000001,England,nation,2021-02-02,90+,432,2533,486.1
E92000001,England,nation,2021-02-02,unassigned,20,132,
E92000001,England,nation,2021-02-01,00_04,559,4074,125.8
E92000001,England,nation,2021-02-01,00_59,16772,115498,269.3
E92000001,England,nation,2021-02-01,05_09,520,3696,104.4
E92000001,England,nation,2021-02-01,10_14,575,4256,123.9
E92000001,England,nation,2021-02-01,15_19,935,6345,203.6
E92000001,England,nation,2021-02-01,20_24,1654,11599,334.0
E92000001,England,nation,2021-02-01,25_29,1946,13116,347.8
E92000001,England,nation,2021-02-01,30_34,2075,14305,374.0
E92000001,England,nation,2021-02-01,35_39,1892,13196,353.0
E92000001,England,nation,2021-02-01,40_44,1674,11608,333.9
E92000001,England,nation,2021-02-01,45_49,1649,11094,304.9
E92000001,England,nation,2021-02-01,50_54,1735,11520,297.3
E92000001,England,nation,2021-02-01,55_59,1558,10689,284.1
E92000001,England,nation,2021-02-01,60+,3974,26779,196.0
E92000001,England,nation,2021-02-01,60_64,1149,7730,241.8
E92000001,England,nation,2021-02-01,65_69,667,4485,161.1
E92000001,England,nation,2021-02-01,70_74,497,3538,125.7
E92000001,England,nation,2021-02-01,75_79,427,2936,146.1
E92000001,England,nation,2021-02-01,80_84,389,2774,191.4
E92000001,England,nation,2021-02-01,85_89,411,2669,301.5
E92000001,England,nation,2021-02-01,90+,434,2647,508.0
E92000001,England,nation,2021-02-01,unassigned,18,142,
E92000001,England,nation,2021-01-31,00_04,442,4332,133.7
E92000001,England,nation,2021-01-31,00_59,11682,121223,282.6
E92000001,England,nation,2021-01-31,05_09,361,3856,108.9
E92000001,England,nation,2021-01-31,10_14,411,4458,129.8
E92000001,England,nation,2021-01-31,15_19,614,6614,212.3
E92000001,England,nation,2021-01-31,20_24,1118,12219,351.9
E92000001,England,nation,2021-01-31,25_29,1368,13799,365.9
E92000001,England,nation,2021-01-31,30_34,1509,14987,391.9
E92000001,England,nation,2021-01-31,35_39,1369,13801,369.2
E92000001,England,nation,2021-01-31,40_44,1190,12224,351.6
E92000001,England,nation,2021-01-31,45_49,1145,11605,318.9
E92000001,England,nation,2021-01-31,50_54,1161,12108,312.4
E92000001,England,nation,2021-01-31,55_59,994,11220,298.3
E92000001,England,nation,2021-01-31,60+,2445,28235,206.7
E92000001,England,nation,2021-01-31,60_64,721,8079,252.7
E92000001,England,nation,2021-01-31,65_69,438,4752,170.7
E92000001,England,nation,2021-01-31,70_74,350,3742,133.0
E92000001,England,nation,2021-01-31,75_79,254,3072,152.8
E92000001,England,nation,2021-01-31,80_84,247,2951,203.6
E92000001,England,nation,2021-01-31,85_89,234,2837,320.4
E92000001,England,nation,2021-01-31,90+,201,2802,537.7
E92000001,England,nation,2021-01-31,unassigned,11,168,
E92000001,England,nation,2021-01-30,00_04,512,4427,136.7
E92000001,England,nation,2021-01-30,00_59,12792,122525,285.7
E92000001,England,nation,2021-01-30,05_09,424,3896,110.1
E92000001,England,nation,2021-01-30,10_14,444,4457,129.7
E92000001,England,nation,2021-01-30,15_19,779,6697,214.9
E92000001,England,nation,2021-01-30,20_24,1291,12402,357.1
E92000001,England,nation,2021-01-30,25_29,1414,13887,368.2
E92000001,England,nation,2021-01-30,30_34,1569,15135,395.7
E92000001,England,nation,2021-01-30,35_39,1462,13937,372.8
E92000001,England,nation,2021-01-30,40_44,1306,12328,354.6
E92000001,England,nation,2021-01-30,45_49,1217,11741,322.7
E92000001,England,nation,2021-01-30,50_54,1197,12244,315.9
E92000001,England,nation,2021-01-30,55_59,1177,11374,302.4
E92000001,England,nation,2021-01-30,60+,2725,28675,209.9
E92000001,England,nation,2021-01-30,60_64,854,8193,256.3
E92000001,England,nation,2021-01-30,65_69,495,4817,173.0
E92000001,England,nation,2021-01-30,70_74,387,3792,134.7
E92000001,England,nation,2021-01-30,75_79,297,3140,156.2
E92000001,England,nation,2021-01-30,80_84,269,2997,206.8
E92000001,England,nation,2021-01-30,85_89,231,2892,326.7
E92000001,England,nation,2021-01-30,90+,192,2844,545.8
E92000001,England,nation,2021-01-30,unassigned,7,171,
E92000001,England,nation,2021-01-29,00_04,612,4541,140.2
E92000001,England,nation,2021-01-29,00_59,16342,126464,294.9
E92000001,England,nation,2021-01-29,05_09,577,4004,113.1
E92000001,England,nation,2021-01-29,10_14,648,4602,134.0
E92000001,England,nation,2021-01-29,15_19,945,6840,219.5
E92000001,England,nation,2021-01-29,20_24,1570,12758,367.4
E92000001,England,nation,2021-01-29,25_29,1727,14358,380.7
E92000001,England,nation,2021-01-29,30_34,2054,15622,408.5
E92000001,England,nation,2021-01-29,35_39,1807,14416,385.6
E92000001,England,nation,2021-01-29,40_44,1667,12744,366.6
E92000001,England,nation,2021-01-29,45_49,1512,12103,332.6
E92000001,England,nation,2021-01-29,50_54,1686,12721,328.3
E92000001,England,nation,2021-01-29,55_59,1537,11755,312.5
E92000001,England,nation,2021-01-29,60+,4005,29628,216.9
E92000001,England,nation,2021-01-29,60_64,1113,8428,263.6
E92000001,England,nation,2021-01-29,65_69,672,4955,178.0
E92000001,England,nation,2021-01-29,70_74,505,3913,139.0
E92000001,England,nation,2021-01-29,75_79,457,3252,161.8
E92000001,England,nation,2021-01-29,80_84,463,3094,213.5
E92000001,England,nation,2021-01-29,85_89,408,3016,340.7
E92000001,England,nation,2021-01-29,90+,387,2970,570.0
E92000001,England,nation,2021-01-29,unassigned,15,180,
E92000001,England,nation,2021-01-28,00_04,608,4729,146.0
E92000001,England,nation,2021-01-28,00_59,18218,132591,309.1
E92000001,England,nation,2021-01-28,05_09,567,4145,117.1
E92000001,England,nation,2021-01-28,10_14,668,4746,138.1
E92000001,England,nation,2021-01-28,15_19,965,7172,230.2
E92000001,England,nation,2021-01-28,20_24,1845,13513,389.1
E92000001,England,nation,2021-01-28,25_29,2085,15209,403.3
E92000001,England,nation,2021-01-28,30_34,2274,16316,426.6
E92000001,England,nation,2021-01-28,35_39,2113,15131,404.8
E92000001,England,nation,2021-01-28,40_44,1786,13326,383.3
E92000001,England,nation,2021-01-28,45_49,1770,12714,349.4
E92000001,England,nation,2021-01-28,50_54,1839,13347,344.4
E92000001,England,nation,2021-01-28,55_59,1698,12243,325.5
E92000001,England,nation,2021-01-28,60+,4269,30857,225.9
E92000001,England,nation,2021-01-28,60_64,1249,8805,275.4
E92000001,England,nation,2021-01-28,65_69,696,5209,187.1
E92000001,England,nation,2021-01-28,70_74,579,4086,145.2
E92000001,England,nation,2021-01-28,75_79,497,3371,167.7
E92000001,England,nation,2021-01-28,80_84,408,3186,219.8
E92000001,England,nation,2021-01-28,85_89,411,3128,353.3
E92000001,England,nation,2021-01-28,90+,429,3072,589.6
E92000001,England,nation,2021-01-28,unassigned,35,203,
E92000001,England,nation,2021-01-27,00_04,639,4920,151.9
E92000001,England,nation,2021-01-27,00_59,19420,138372,322.6
E92000001,England,nation,2021-01-27,05_09,623,4310,121.8
E92000001,England,nation,2021-01-27,10_14,761,4905,142.8
E92000001,England,nation,2021-01-27,15_19,1028,7546,242.2
E92000001,England,nation,2021-01-27,20_24,1973,14149,407.5
E92000001,England,nation,2021-01-27,25_29,2202,16036,425.2
E92000001,England,nation,2021-01-27,30_34,2333,16934,442.8
E92000001,England,nation,2021-01-27,35_39,2273,15724,420.6
E92000001,England,nation,2021-01-27,40_44,1949,13910,400.1
E92000001,England,nation,2021-01-27,45_49,1852,13204,362.9
E92000001,England,nation,2021-01-27,50_54,1934,14028,362.0
E92000001,England,nation,2021-01-27,55_59,1853,12706,337.8
E92000001,England,nation,2021-01-27,60+,4453,32156,235.4
E92000001,England,nation,2021-01-27,60_64,1294,9205,287.9
E92000001,England,nation,2021-01-27,65_69,760,5459,196.1
E92000001,England,nation,2021-01-27,70_74,587,4226,150.2
E92000001,England,nation,2021-01-27,75_79,456,3479,173.1
E92000001,England,nation,2021-01-27,80_84,447,3340,230.5
E92000001,England,nation,2021-01-27,85_89,451,3267,369.0
E92000001,England,nation,2021-01-27,90+,458,3180,610.3
E92000001,England,nation,2021-01-27,unassigned,26,233,
E92000001,England,nation,2021-01-26,00_04,702,5138,158.6
E92000001,England,nation,2021-01-26,00_59,20272,145242,338.6
E92000001,England,nation,2021-01-26,05_09,624,4468,126.2
E92000001,England,nation,2021-01-26,10_14,749,5128,149.3
E92000001,England,nation,2021-01-26,15_19,1079,8010,257.1
E92000001,England,nation,2021-01-26,20_24,2148,14922,429.7
E92000001,England,nation,2021-01-26,25_29,2374,16866,447.2
E92000001,England,nation,2021-01-26,30_34,2491,17835,466.3
E92000001,England,nation,2021-01-26,35_39,2280,16441,439.8
E92000001,England,nation,2021-01-26,40_44,2036,14580,419.4
E92000001,England,nation,2021-01-26,45_49,1949,13788,378.9
E92000001,England,nation,2021-01-26,50_54,1968,14811,382.2
E92000001,England,nation,2021-01-26,55_59,1872,13255,352.4
E92000001,England,nation,2021-01-26,60+,4908,34052,249.3
E92000001,England,nation,2021-01-26,60_64,1350,9732,304.4
E92000001,England,nation,2021-01-26,65_69,757,5636,202.4
E92000001,England,nation,2021-01-26,70_74,633,4472,158.9
E92000001,England,nation,2021-01-26,75_79,548,3718,185.0
E92000001,England,nation,2021-01-26,80_84,551,3560,245.7
E92000001,England,nation,2021-01-26,85_89,523,3529,398.6
E92000001,England,nation,2021-01-26,90+,546,3405,653.5
E92000001,England,nation,2021-01-26,unassigned,30,246,
E92000001,England,nation,2021-01-25,00_04,817,5371,165.8
E92000001,England,nation,2021-01-25,00_59,22497,154913,361.2
E92000001,England,nation,2021-01-25,05_09,680,4707,133.0
E92000001,England,nation,2021-01-25,10_14,777,5485,159.7
E92000001,England,nation,2021-01-25,15_19,1204,8570,275.0
E92000001,England,nation,2021-01-25,20_24,2274,15875,457.2
E92000001,England,nation,2021-01-25,25_29,2629,18026,478.0
E92000001,England,nation,2021-01-25,30_34,2757,19102,499.4
E92000001,England,nation,2021-01-25,35_39,2497,17443,466.6
E92000001,England,nation,2021-01-25,40_44,2290,15436,444.0
E92000001,England,nation,2021-01-25,45_49,2160,14768,405.9
E92000001,England,nation,2021-01-25,50_54,2323,16019,413.4
E92000001,England,nation,2021-01-25,55_59,2089,14111,375.1
E92000001,England,nation,2021-01-25,60+,5430,36208,265.0
E92000001,England,nation,2021-01-25,60_64,1498,10313,322.6
E92000001,England,nation,2021-01-25,65_69,934,6039,216.9
E92000001,England,nation,2021-01-25,70_74,701,4719,167.7
E92000001,England,nation,2021-01-25,75_79,563,3900,194.0
E92000001,England,nation,2021-01-25,80_84,566,3790,261.5
E92000001,England,nation,2021-01-25,85_89,579,3805,429.8
E92000001,England,nation,2021-01-25,90+,589,3642,699.0
E92000001,England,nation,2021-01-25,unassigned,44,265,
E92000001,England,nation,2021-01-24,00_04,537,5586,172.4
E92000001,England,nation,2021-01-24,00_59,12984,166305,387.8
E92000001,England,nation,2021-01-24,05_09,401,5024,141.9
E92000001,England,nation,2021-01-24,10_14,410,5899,171.7
E92000001,England,nation,2021-01-24,15_19,697,9234,296.4
E92000001,England,nation,2021-01-24,20_24,1301,17060,491.3
E92000001,England,nation,2021-01-24,25_29,1456,19258,510.6
E92000001,England,nation,2021-01-24,30_34,1657,20323,531.4
E92000001,England,nation,2021-01-24,35_39,1505,18680,499.7
E92000001,England,nation,2021-01-24,40_44,1294,16543,475.9
E92000001,England,nation,2021-01-24,45_49,1281,16038,440.8
E92000001,England,nation,2021-01-24,50_54,1297,17355,447.8
E92000001,England,nation,2021-01-24,55_59,1148,15305,406.9
E92000001,England,nation,2021-01-24,60+,2885,38754,283.7
E92000001,England,nation,2021-01-24,60_64,835,11193,350.1
E92000001,England,nation,2021-01-24,65_69,503,6379,229.1
E92000001,England,nation,2021-01-24,70_74,400,5025,178.6
E92000001,England,nation,2021-01-24,75_79,322,4197,208.8
E92000001,England,nation,2021-01-24,80_84,293,4039,278.7
E92000001,England,nation,2021-01-24,85_89,289,4034,455.6
E92000001,England,nation,2021-01-24,90+,243,3887,746.0
E92000001,England,nation,2021-01-24,unassigned,14,290,
E92000001,England,nation,2021-01-23,00_04,626,5770,178.1
E92000001,England,nation,2021-01-23,00_59,16731,175559,409.3
E92000001,England,nation,2021-01-23,05_09,532,5241,148.1
E92000001,England,nation,2021-01-23,10_14,589,6247,181.8
E92000001,England,nation,2021-01-23,15_19,922,9815,315.0
E92000001,England,nation,2021-01-23,20_24,1647,17995,518.2
E92000001,England,nation,2021-01-23,25_29,1885,20521,544.1
E92000001,England,nation,2021-01-23,30_34,2056,21416,559.9
E92000001,England,nation,2021-01-23,35_39,1941,19612,524.6
E92000001,England,nation,2021-01-23,40_44,1722,17488,503.1
E92000001,England,nation,2021-01-23,45_49,1579,16854,463.2
E92000001,England,nation,2021-01-23,50_54,1674,18420,475.3
E92000001,England,nation,2021-01-23,55_59,1558,16180,430.1
E92000001,England,nation,2021-01-23,60+,3678,40585,297.1
E92000001,England,nation,2021-01-23,60_64,1089,11887,371.8
E92000001,England,nation,2021-01-23,65_69,633,6651,238.9
E92000001,England,nation,2021-01-23,70_74,508,5224,185.6
E92000001,England,nation,2021-01-23,75_79,409,4392,218.5
E92000001,England,nation,2021-01-23,80_84,366,4239,292.5
E92000001,England,nation,2021-01-23,85_89,355,4143,468.0
E92000001,England,nation,2021-01-23,90+,318,4049,777.1
E92000001,England,nation,2021-01-23,unassigned,16,298,
E92000001,England,nation,2021-01-22,00_04,800,5909,182.4
E92000001,England,nation,2021-01-22,00_59,22469,182226,424.9
E92000001,England,nation,2021-01-22,05_09,718,5411,152.9
E92000001,England,nation,2021-01-22,10_14,792,6453,187.8
E92000001,England,nation,2021-01-22,15_19,1277,10276,329.8
E92000001,England,nation,2021-01-22,20_24,2325,18701,538.5
E92000001,England,nation,2021-01-22,25_29,2578,21543,571.2
E92000001,England,nation,2021-01-22,30_34,2748,22278,582.5
E92000001,England,nation,2021-01-22,35_39,2522,20263,542.1
E92000001,England,nation,2021-01-22,40_44,2249,18104,520.8
E92000001,England,nation,2021-01-22,45_49,2123,17462,479.9
E92000001,England,nation,2021-01-22,50_54,2312,19118,493.3
E92000001,England,nation,2021-01-22,55_59,2025,16708,444.2
E92000001,England,nation,2021-01-22,60+,5234,41904,306.7
E92000001,England,nation,2021-01-22,60_64,1490,12309,385.0
E92000001,England,nation,2021-01-22,65_69,926,6884,247.2
E92000001,England,nation,2021-01-22,70_74,678,5430,193.0
E92000001,England,nation,2021-01-22,75_79,576,4527,225.2
E92000001,England,nation,2021-01-22,80_84,555,4356,300.6
E92000001,England,nation,2021-01-22,85_89,520,4251,480.2
E92000001,England,nation,2021-01-22,90+,489,4147,795.9
E92000001,England,nation,2021-01-22,unassigned,38,297,
E92000001,England,nation,2021-01-21,00_04,799,6065,187.2
E92000001,England,nation,2021-01-21,00_59,23999,190343,443.8
E92000001,England,nation,2021-01-21,05_09,732,5611,158.5
E92000001,England,nation,2021-01-21,10_14,827,6750,196.5
E92000001,England,nation,2021-01-21,15_19,1339,10817,347.2
E92000001,England,nation,2021-01-21,20_24,2481,19633,565.4
E92000001,England,nation,2021-01-21,25_29,2912,22597,599.2
E92000001,England,nation,2021-01-21,30_34,2892,23214,607.0
E92000001,England,nation,2021-01-21,35_39,2706,21094,564.3
E92000001,England,nation,2021-01-21,40_44,2370,18836,541.8
E92000001,England,nation,2021-01-21,45_49,2260,18326,503.6
E92000001,England,nation,2021-01-21,50_54,2520,19916,513.9
E92000001,England,nation,2021-01-21,55_59,2161,17484,464.8
E92000001,England,nation,2021-01-21,60+,5568,43918,321.5
E92000001,England,nation,2021-01-21,60_64,1649,12948,405.0
E92000001,England,nation,2021-01-21,65_69,946,7112,255.4
E92000001,England,nation,2021-01-21,70_74,719,5712,203.0
E92000001,England,nation,2021-01-21,75_79,605,4704,234.0
E92000001,England,nation,2021-01-21,80_84,562,4569,315.3
E92000001,England,nation,2021-01-21,85_89,550,4443,501.8
E92000001,England,nation,2021-01-21,90+,537,4430,850.2
E92000001,England,nation,2021-01-21,unassigned,65,302,
E92000001,England,nation,2021-01-20,00_04,857,6204,191.5
E92000001,England,nation,2021-01-20,00_59,26290,198453,462.7
E92000001,England,nation,2021-01-20,05_09,781,5743,162.3
E92000001,England,nation,2021-01-20,10_14,984,7031,204.7
E92000001,England,nation,2021-01-20,15_19,1492,11335,363.8
E92000001,England,nation,2021-01-20,20_24,2746,20727,596.9
E92000001,England,nation,2021-01-20,25_29,3032,23504,623.2
E92000001,England,nation,2021-01-20,30_34,3234,24176,632.1
E92000001,England,nation,2021-01-20,35_39,2990,21874,585.1
E92000001,England,nation,2021-01-20,40_44,2619,19667,565.7
E92000001,England,nation,2021-01-20,45_49,2436,19077,524.3
E92000001,England,nation,2021-01-20,50_54,2717,20758,535.6
E92000001,England,nation,2021-01-20,55_59,2402,18357,488.0
E92000001,England,nation,2021-01-20,60+,6349,45846,335.6
E92000001,England,nation,2021-01-20,60_64,1821,13425,419.9
E92000001,England,nation,2021-01-20,65_69,937,7430,266.9
E92000001,England,nation,2021-01-20,70_74,833,5959,211.8
E92000001,England,nation,2021-01-20,75_79,695,4897,243.6
E92000001,England,nation,2021-01-20,80_84,667,4786,330.3
E92000001,England,nation,2021-01-20,85_89,713,4623,522.2
E92000001,England,nation,2021-01-20,90+,683,4726,907.0
E92000001,England,nation,2021-01-20,unassigned,39,291,
E92000001,England,nation,2021-01-19,00_04,935,6296,194.4
E92000001,England,nation,2021-01-19,00_59,29943,206616,481.7
E92000001,England,nation,2021-01-19,05_09,863,5836,164.9
E92000001,England,nation,2021-01-19,10_14,1106,7269,211.6
E92000001,England,nation,2021-01-19,15_19,1639,11966,384.0
E92000001,England,nation,2021-01-19,20_24,3101,21676,624.2
E92000001,England,nation,2021-01-19,25_29,3534,24653,653.7
E92000001,England,nation,2021-01-19,30_34,3758,25116,656.7
E92000001,England,nation,2021-01-19,35_39,3282,22620,605.1
E92000001,England,nation,2021-01-19,40_44,2892,20342,585.2
E92000001,England,nation,2021-01-19,45_49,2929,20002,549.7
E92000001,England,nation,2021-01-19,50_54,3176,21633,558.2
E92000001,England,nation,2021-01-19,55_59,2728,19207,510.6
E92000001,England,nation,2021-01-19,60+,7064,47262,346.0
E92000001,England,nation,2021-01-19,60_64,1931,13732,429.6
E92000001,England,nation,2021-01-19,65_69,1160,7822,280.9
E92000001,England,nation,2021-01-19,70_74,880,6174,219.4
E92000001,England,nation,2021-01-19,75_79,730,5072,252.3
E92000001,England,nation,2021-01-19,80_84,781,4900,338.1
E92000001,England,nation,2021-01-19,85_89,799,4659,526.2
E92000001,England,nation,2021-01-19,90+,783,4903,941.0
E92000001,England,nation,2021-01-19,unassigned,49,334,
E92000001,England,nation,2021-01-18,00_04,1032,6365,196.5
E92000001,England,nation,2021-01-18,00_59,33889,213502,497.8
E92000001,England,nation,2021-01-18,05_09,997,5901,166.7
E92000001,England,nation,2021-01-18,10_14,1191,7364,214.3
E92000001,England,nation,2021-01-18,15_19,1868,12469,400.2
E92000001,England,nation,2021-01-18,20_24,3459,22693,653.5
E92000001,England,nation,2021-01-18,25_29,3861,25590,678.5
E92000001,England,nation,2021-01-18,30_34,3978,25617,669.8
E92000001,England,nation,2021-01-18,35_39,3734,23194,620.5
E92000001,England,nation,2021-01-18,40_44,3397,21063,605.9
E92000001,England,nation,2021-01-18,45_49,3430,20785,571.2
E92000001,England,nation,2021-01-18,50_54,3659,22366,577.1
E92000001,England,nation,2021-01-18,55_59,3283,20095,534.2
E92000001,England,nation,2021-01-18,60+,7976,49224,360.3
E92000001,England,nation,2021-01-18,60_64,2378,14375,449.7
E92000001,England,nation,2021-01-18,65_69,1274,8072,289.9
E92000001,England,nation,2021-01-18,70_74,1007,6445,229.0
E92000001,England,nation,2021-01-18,75_79,860,5319,264.6
E92000001,England,nation,2021-01-18,80_84,815,5070,349.9
E92000001,England,nation,2021-01-18,85_89,808,4803,542.5
E92000001,England,nation,2021-01-18,90+,834,5140,986.4
E92000001,England,nation,2021-01-18,unassigned,69,398,
E92000001,England,nation,2021-01-17,00_04,721,6433,198.6
E92000001,England,nation,2021-01-17,00_59,22238,222724,519.3
E92000001,England,nation,2021-01-17,05_09,618,5923,167.3
E92000001,England,nation,2021-01-17,10_14,758,7593,221.0
E92000001,England,nation,2021-01-17,15_19,1278,13166,422.5
E92000001,England,nation,2021-01-17,20_24,2236,23988,690.8
