areaCode,areaName,areaType,date,age,cases,rollingSum,rollingRate
E92000001,England,nation,2022-02-22,40_44,2347,18616,535.5
E92000001,England,nation,2022-02-22,45_49,2060,16297,447.9
E92000001,England,nation,2022-02-22,50_54,2221,16135,416.3
E92000001,England,nation,2022-02-22,55_59,1889,14235,378.4
E92000001,England,nation,2022-02-22,60+,5262,38355,280.8
E92000001,England,nation,2022-02-22,60_64,1546,11295,353.3
E92000001,England,nation,2022-02-22,65_69,1016,7907,284.0
E92000001,England,nation,2022-02-22,70_74,902,6750,239.9
E92000001,England,nation,2022-02-22,75_79,686,4958,246.7
E92000001,England,nation,2022-02-22,80_84,434,3166,218.5
E92000001,England,nation,2022-02-22,85_89,363,2322,262.3
E92000001,England,nation,2022-02-22,90+,315,1957,375.6
E92000001,England,nation,2022-02-22,unassigned,16,100,
E92000001,England,nation,2022-02-21,00_04,695,4872,150.4
E92000001,England,nation,2022-02-21,00_59,26860,186578,435.0
E92000001,England,nation,2022-02-21,05_09,1360,10331,291.9
E92000001,England,nation,2022-02-21,10_14,1572,12092,352.0
E92000001,England,nation,2022-02-21,15_19,1641,11661,374.2
E92000001,England,nation,2022-02-21,20_24,2274,16102,463.7
E92000001,England,nation,2022-02-21,25_29,2929,20002,530.3
E92000001,England,nation,2022-02-21,30_34,3275,22040,576.3
E92000001,England,nation,2022-02-21,35_39,3011,21066,563.5
E92000001,England,nation,2022-02-21,40_44,2859,19689,566.4
E92000001,England,nation,2022-02-21,45_49,2504,17158,471.5
E92000001,England,nation,2022-02-21,50_54,2499,16676,430.3
E92000001,England,nation,2022-02-21,55_59,2241,14889,395.8
E92000001,England,nation,2022-02-21,60+,6130,39696,290.6
E92000001,England,nation,2022-02-21,60_64,1777,11738,367.2
E92000001,England,nation,2022-02-21,65_69,1208,8243,296.1
E92000001,England,nation,2022-02-21,70_74,1066,6984,248.2
E92000001,England,nation,2022-02-21,75_79,798,5134,255.4
E92000001,England,nation,2022-02-21,80_84,541,3247,224.1
E92000001,England,nation,2022-02-21,85_89,401,2367,267.4
E92000001,England,nation,2022-02-21,90+,339,1983,380.6
E92000001,England,nation,2022-02-21,unassigned,15,102,
E92000001,England,nation,2022-02-20,00_04,613,5107,157.7
E92000001,England,nation,2022-02-20,00_59,23460,195394,455.6
E92000001,England,nation,2022-02-20,05_09,1331,11283,318.8
E92000001,England,nation,2022-02-20,10_14,1625,13548,394.3
E92000001,England,nation,2022-02-20,15_19,1526,12356,396.6
E92000001,England,nation,2022-02-20,20_24,1805,16868,485.8
E92000001,England,nation,2022-02-20,25_29,2252,20825,552.2
E92000001,England,nation,2022-02-20,30_34,2704,22770,595.3
E92000001,England,nation,2022-02-20,35_39,2627,21888,585.5
E92000001,England,nation,2022-02-20,40_44,2543,20391,586.6
E92000001,England,nation,2022-02-20,45_49,2257,17832,490.1
E92000001,England,nation,2022-02-20,50_54,2203,17235,444.7
E92000001,England,nation,2022-02-20,55_59,1974,15291,406.5
E92000001,England,nation,2022-02-20,60+,4895,40286,294.9
E92000001,England,nation,2022-02-20,60_64,1525,11977,374.7
E92000001,England,nation,2022-02-20,65_69,1064,8400,301.7
E92000001,England,nation,2022-02-20,70_74,849,7050,250.5
E92000001,England,nation,2022-02-20,75_79,614,5182,257.8
E92000001,England,nation,2022-02-20,80_84,409,3235,223.2
E92000001,England,nation,2022-02-20,85_89,261,2377,268.5
E92000001,England,nation,2022-02-20,90+,173,2065,396.3
E92000001,England,nation,2022-02-20,unassigned,10,109,
E92000001,England,nation,2022-02-19,00_04,675,5229,161.4
E92000001,England,nation,2022-02-19,00_59,21837,199402,464.9
E92000001,England,nation,2022-02-19,05_09,1340,11820,333.9
E92000001,England,nation,2022-02-19,10_14,1381,14660,426.7
E92000001,England,nation,2022-02-19,15_19,1370,12752,409.3
E92000001,England,nation,2022-02-19,20_24,1738,17187,494.9
E92000001,England,nation,2022-02-19,25_29,2282,21131,560.3
E92000001,England,nation,2022-02-19,30_34,2478,23059,602.9
E92000001,England,nation,2022-02-19,35_39,2451,22114,591.6
E92000001,England,nation,2022-02-19,40_44,2289,20651,594.1
E92000001,England,nation,2022-02-19,45_49,2095,18046,496.0
E92000001,England,nation,2022-02-19,50_54,1993,17356,447.9
E92000001,England,nation,2022-02-19,55_59,1745,15397,409.3
E92000001,England,nation,2022-02-19,60+,4593,40213,294.4
E92000001,England,nation,2022-02-19,60_64,1439,11986,374.9
E92000001,England,nation,2022-02-19,65_69,996,8333,299.3
E92000001,England,nation,2022-02-19,70_74,861,7032,249.9
E92000001,England,nation,2022-02-19,75_79,576,5201,258.8
E92000001,England,nation,2022-02-19,80_84,342,3167,218.5
E92000001,England,nation,2022-02-19,85_89,223,2373,268.0
E92000001,England,nation,2022-02-19,90+,156,2121,407.0
E92000001,England,nation,2022-02-19,unassigned,4,108,
E92000001,England,nation,2022-02-18,00_04,514,5244,161.9
E92000001,England,nation,2022-02-18,00_59,19987,201804,470.5
E92000001,England,nation,2022-02-18,05_09,1111,12098,341.8
E92000001,England,nation,2022-02-18,10_14,1276,15504,451.3
E92000001,England,nation,2022-02-18,15_19,1221,13134,421.5
E92000001,England,nation,2022-02-18,20_24,1684,17406,501.2
E92000001,England,nation,2022-02-18,25_29,2012,21148,560.7
E92000001,England,nation,2022-02-18,30_34,2377,23143,605.1
E92000001,England,nation,2022-02-18,35_39,2274,22195,593.7
E92000001,England,nation,2022-02-18,40_44,2197,20882,600.7
E92000001,England,nation,2022-02-18,45_49,1850,18139,498.5
E92000001,England,nation,2022-02-18,50_54,1827,17413,449.3
E92000001,England,nation,2022-02-18,55_59,1644,15498,412.0
E92000001,England,nation,2022-02-18,60+,4919,40403,295.8
E92000001,England,nation,2022-02-18,60_64,1339,11988,375.0
E92000001,England,nation,2022-02-18,65_69,1056,8344,299.7
E92000001,England,nation,2022-02-18,70_74,860,6998,248.7
E92000001,England,nation,2022-02-18,75_79,623,5278,262.6
E92000001,England,nation,2022-02-18,80_84,437,3208,221.4
E92000001,England,nation,2022-02-18,85_89,293,2413,272.5
E92000001,England,nation,2022-02-18,90+,311,2174,417.2
E92000001,England,nation,2022-02-18,unassigned,5,110,
E92000001,England,nation,2022-02-17,00_04,772,5472,168.9
E92000001,England,nation,2022-02-17,00_59,28188,211126,492.3
E92000001,England,nation,2022-02-17,05_09,1494,12914,364.9
E92000001,England,nation,2022-02-17,10_14,1764,16940,493.1
E92000001,England,nation,2022-02-17,15_19,1791,14016,449.8
E92000001,England,nation,2022-02-17,20_24,2508,18282,526.5
E92000001,England,nation,2022-02-17,25_29,3074,21931,581.5
E92000001,England,nation,2022-02-17,30_34,3278,23854,623.7
E92000001,England,nation,2022-02-17,35_39,3330,23127,618.7
E92000001,England,nation,2022-02-17,40_44,2923,21693,624.0
E92000001,England,nation,2022-02-17,45_49,2618,18835,517.6
E92000001,England,nation,2022-02-17,50_54,2443,18083,466.6
E92000001,England,nation,2022-02-17,55_59,2193,15979,424.8
E92000001,England,nation,2022-02-17,60+,5921,41082,300.7
E92000001,England,nation,2022-02-17,60_64,1712,12222,382.3
E92000001,England,nation,2022-02-17,65_69,1238,8461,303.9
E92000001,England,nation,2022-02-17,70_74,1018,7132,253.4
E92000001,England,nation,2022-02-17,75_79,800,5366,267.0
E92000001,England,nation,2022-02-17,80_84,481,3228,222.7
E92000001,England,nation,2022-02-17,85_89,359,2492,281.5
E92000001,England,nation,2022-02-17,90+,313,2181,418.6
E92000001,England,nation,2022-02-17,unassigned,24,120,
E92000001,England,nation,2022-02-16,00_04,759,5558,171.6
E92000001,England,nation,2022-02-16,00_59,32752,218191,508.7
E92000001,England,nation,2022-02-16,05_09,1728,13701,387.1
E92000001,England,nation,2022-02-16,10_14,2111,18557,540.1
E92000001,England,nation,2022-02-16,15_19,2051,14938,479.4
E92000001,England,nation,2022-02-16,20_24,2986,18897,544.2
E92000001,England,nation,2022-02-16,25_29,3687,22429,594.7
E92000001,England,nation,2022-02-16,30_34,3865,24468,639.7
E92000001,England,nation,2022-02-16,35_39,3696,23460,627.6
E92000001,England,nation,2022-02-16,40_44,3458,22279,640.9
E92000001,England,nation,2022-02-16,45_49,2913,19287,530.1
E92000001,England,nation,2022-02-16,50_54,2949,18433,475.6
E92000001,England,nation,2022-02-16,55_59,2549,16184,430.2
E92000001,England,nation,2022-02-16,60+,6635,41191,301.5
E92000001,England,nation,2022-02-16,60_64,1957,12358,386.6
E92000001,England,nation,2022-02-16,65_69,1329,8510,305.6
E92000001,England,nation,2022-02-16,70_74,1194,7119,253.0
E92000001,England,nation,2022-02-16,75_79,861,5275,262.4
E92000001,England,nation,2022-02-16,80_84,522,3244,223.8
E92000001,England,nation,2022-02-16,85_89,422,2496,281.9
E92000001,England,nation,2022-02-16,90+,350,2189,420.1
E92000001,England,nation,2022-02-16,unassigned,26,114,
E92000001,England,nation,2022-02-15,00_04,844,5850,180.6
E92000001,England,nation,2022-02-15,00_59,33494,229418,534.9
E92000001,England,nation,2022-02-15,05_09,1967,14681,414.8
E92000001,England,nation,2022-02-15,10_14,2363,20585,599.2
E92000001,England,nation,2022-02-15,15_19,2061,16194,519.7
E92000001,England,nation,2022-02-15,20_24,3107,19795,570.0
E92000001,England,nation,2022-02-15,25_29,3766,23351,619.1
E92000001,England,nation,2022-02-15,30_34,4063,25436,665.1
E92000001,England,nation,2022-02-15,35_39,3677,24415,653.1
E92000001,England,nation,2022-02-15,40_44,3420,23384,672.7
E92000001,England,nation,2022-02-15,45_49,2921,20250,556.5
E92000001,England,nation,2022-02-15,50_54,2762,18953,489.1
E92000001,England,nation,2022-02-15,55_59,2543,16524,439.3
E92000001,England,nation,2022-02-15,60+,6603,41498,303.8
E92000001,England,nation,2022-02-15,60_64,1989,12538,392.2
E92000001,England,nation,2022-02-15,65_69,1352,8694,312.3
E92000001,England,nation,2022-02-15,70_74,1136,7075,251.4
E92000001,England,nation,2022-02-15,75_79,862,5236,260.5
E92000001,England,nation,2022-02-15,80_84,515,3316,228.8
E92000001,England,nation,2022-02-15,85_89,408,2451,276.8
E92000001,England,nation,2022-02-15,90+,341,2188,419.9
E92000001,England,nation,2022-02-15,unassigned,18,124,
E92000001,England,nation,2022-02-14,00_04,930,6237,192.5
E92000001,England,nation,2022-02-14,00_59,35676,243912,568.7
E92000001,England,nation,2022-02-14,05_09,2312,16087,454.5
E92000001,England,nation,2022-02-14,10_14,3028,23235,676.3
E92000001,England,nation,2022-02-14,15_19,2336,17872,573.6
E92000001,England,nation,2022-02-14,20_24,3040,21018,605.3
E92000001,England,nation,2022-02-14,25_29,3752,24300,644.3
E92000001,England,nation,2022-02-14,30_34,4005,26439,691.3
E92000001,England,nation,2022-02-14,35_39,3833,25796,690.1
E92000001,England,nation,2022-02-14,40_44,3561,24745,711.8
E92000001,England,nation,2022-02-14,45_49,3178,21388,587.8
E92000001,England,nation,2022-02-14,50_54,3058,19780,510.4
E92000001,England,nation,2022-02-14,55_59,2643,17015,452.3
E92000001,England,nation,2022-02-14,60+,6720,42266,309.4
E92000001,England,nation,2022-02-14,60_64,2016,12800,400.4
E92000001,England,nation,2022-02-14,65_69,1365,8897,319.5
E92000001,England,nation,2022-02-14,70_74,1132,7166,254.6
E92000001,England,nation,2022-02-14,75_79,846,5267,262.0
E92000001,England,nation,2022-02-14,80_84,529,3369,232.5
E92000001,England,nation,2022-02-14,85_89,411,2505,282.9
E92000001,England,nation,2022-02-14,90+,421,2262,434.1
E92000001,England,nation,2022-02-14,unassigned,22,147,
E92000001,England,nation,2022-02-13,00_04,735,6760,208.7
E92000001,England,nation,2022-02-13,00_59,27468,262719,612.6
E92000001,England,nation,2022-02-13,05_09,1868,18315,517.5
E92000001,England,nation,2022-02-13,10_14,2737,26861,781.8
E92000001,England,nation,2022-02-13,15_19,1922,20098,645.0
E92000001,England,nation,2022-02-13,20_24,2124,22279,641.6
E92000001,England,nation,2022-02-13,25_29,2558,25423,674.1
E92000001,England,nation,2022-02-13,30_34,2993,27826,727.5
E92000001,England,nation,2022-02-13,35_39,2853,27537,736.6
E92000001,England,nation,2022-02-13,40_44,2803,26475,761.6
E92000001,England,nation,2022-02-13,45_49,2471,22661,622.8
E92000001,England,nation,2022-02-13,50_54,2324,20844,537.9
E92000001,England,nation,2022-02-13,55_59,2080,17640,468.9
E92000001,England,nation,2022-02-13,60+,4822,43602,319.2
E92000001,England,nation,2022-02-13,60_64,1534,13292,415.8
E92000001,England,nation,2022-02-13,65_69,997,9182,329.8
E92000001,England,nation,2022-02-13,70_74,831,7233,257.0
E92000001,England,nation,2022-02-13,75_79,633,5442,270.7
E92000001,England,nation,2022-02-13,80_84,341,3489,240.8
E92000001,England,nation,2022-02-13,85_89,257,2618,295.7
E92000001,England,nation,2022-02-13,90+,229,2346,450.2
E92000001,England,nation,2022-02-13,unassigned,9,231,
E92000001,England,nation,2022-02-12,00_04,690,7160,221.0
E92000001,England,nation,2022-02-12,00_59,24239,279364,651.4
E92000001,England,nation,2022-02-12,05_09,1618,20169,569.8
E92000001,England,nation,2022-02-12,10_14,2225,30534,888.8
E92000001,England,nation,2022-02-12,15_19,1752,22059,708.0
E92000001,England,nation,2022-02-12,20_24,1957,23170,667.2
E92000001,England,nation,2022-02-12,25_29,2299,26276,696.7
E92000001,England,nation,2022-02-12,30_34,2562,28906,755.8
E92000001,England,nation,2022-02-12,35_39,2532,29076,777.8
E92000001,England,nation,2022-02-12,40_44,2520,28109,808.6
E92000001,England,nation,2022-02-12,45_49,2188,23917,657.3
E92000001,England,nation,2022-02-12,50_54,2050,21851,563.8
E92000001,England,nation,2022-02-12,55_59,1846,18137,482.1
E92000001,England,nation,2022-02-12,60+,4783,44755,327.6
E92000001,England,nation,2022-02-12,60_64,1441,13721,429.2
E92000001,England,nation,2022-02-12,65_69,1007,9463,339.9
E92000001,England,nation,2022-02-12,70_74,827,7415,263.5
E92000001,England,nation,2022-02-12,75_79,653,5549,276.1
E92000001,England,nation,2022-02-12,80_84,383,3601,248.5
E92000001,England,nation,2022-02-12,85_89,263,2665,301.0
E92000001,England,nation,2022-02-12,90+,209,2341,449.3
E92000001,England,nation,2022-02-12,unassigned,6,253,
E92000001,England,nation,2022-02-11,00_04,742,7573,233.8
E92000001,England,nation,2022-02-11,00_59,29309,292582,682.2
E92000001,England,nation,2022-02-11,05_09,1927,21810,616.2
E92000001,England,nation,2022-02-11,10_14,2712,32944,958.9
E92000001,England,nation,2022-02-11,15_19,2103,23335,748.9
E92000001,England,nation,2022-02-11,20_24,2560,23889,687.9
E92000001,England,nation,2022-02-11,25_29,2795,26914,713.6
E92000001,England,nation,2022-02-11,30_34,3088,29943,782.9
E92000001,England,nation,2022-02-11,35_39,3206,30534,816.8
E92000001,England,nation,2022-02-11,40_44,3008,29458,847.4
E92000001,England,nation,2022-02-11,45_49,2546,24983,686.6
E92000001,England,nation,2022-02-11,50_54,2497,22576,582.6
E92000001,England,nation,2022-02-11,55_59,2125,18623,495.1
E92000001,England,nation,2022-02-11,60+,5598,45701,334.5
E92000001,England,nation,2022-02-11,60_64,1573,14042,439.2
E92000001,England,nation,2022-02-11,65_69,1173,9766,350.8
E92000001,England,nation,2022-02-11,70_74,994,7664,272.3
E92000001,England,nation,2022-02-11,75_79,711,5606,278.9
E92000001,England,nation,2022-02-11,80_84,457,3618,249.7
E92000001,England,nation,2022-02-11,85_89,372,2663,300.8
E92000001,England,nation,2022-02-11,90+,318,2342,449.5
E92000001,England,nation,2022-02-11,unassigned,15,270,
E92000001,England,nation,2022-02-10,00_04,858,8079,249.4
E92000001,England,nation,2022-02-10,00_59,35253,308469,719.2
E92000001,England,nation,2022-02-10,05_09,2281,23776,671.7
E92000001,England,nation,2022-02-10,10_14,3381,35857,1043.7
E92000001,England,nation,2022-02-10,15_19,2713,24917,799.7
E92000001,England,nation,2022-02-10,20_24,3123,24656,710.0
E92000001,England,nation,2022-02-10,25_29,3572,27831,737.9
E92000001,England,nation,2022-02-10,30_34,3892,31269,817.6
E92000001,England,nation,2022-02-10,35_39,3663,32147,860.0
E92000001,England,nation,2022-02-10,40_44,3509,31000,891.8
E92000001,England,nation,2022-02-10,45_49,3070,26395,725.4
E92000001,England,nation,2022-02-10,50_54,2793,23379,603.3
E92000001,England,nation,2022-02-10,55_59,2398,19163,509.4
E92000001,England,nation,2022-02-10,60+,6030,47344,346.6
E92000001,England,nation,2022-02-10,60_64,1848,14570,455.8
E92000001,England,nation,2022-02-10,65_69,1287,10102,362.8
E92000001,England,nation,2022-02-10,70_74,1005,7913,281.2
E92000001,England,nation,2022-02-10,75_79,709,5845,290.8
E92000001,England,nation,2022-02-10,80_84,497,3734,257.7
E92000001,England,nation,2022-02-10,85_89,363,2756,311.3
E92000001,England,nation,2022-02-10,90+,321,2424,465.2
E92000001,England,nation,2022-02-10,unassigned,18,283,
E92000001,England,nation,2022-02-09,00_04,1051,8808,271.9
E92000001,England,nation,2022-02-09,00_59,43979,329533,768.3
E92000001,England,nation,2022-02-09,05_09,2708,26278,742.4
E92000001,England,nation,2022-02-09,10_14,4139,39465,1148.7
E92000001,England,nation,2022-02-09,15_19,3307,26673,856.0
E92000001,England,nation,2022-02-09,20_24,3884,25611,737.5
E92000001,England,nation,2022-02-09,25_29,4609,29060,770.5
E92000001,England,nation,2022-02-09,30_34,4833,32976,862.2
E92000001,England,nation,2022-02-09,35_39,4651,34574,924.9
E92000001,England,nation,2022-02-09,40_44,4563,33402,960.8
E92000001,England,nation,2022-02-09,45_49,3876,28155,773.8
E92000001,England,nation,2022-02-09,50_54,3469,24567,633.9
E92000001,England,nation,2022-02-09,55_59,2889,19964,530.7
E92000001,England,nation,2022-02-09,60+,6942,48920,358.1
E92000001,England,nation,2022-02-09,60_64,2137,15011,469.6
E92000001,England,nation,2022-02-09,65_69,1513,10452,375.4
E92000001,England,nation,2022-02-09,70_74,1150,8205,291.6
E92000001,England,nation,2022-02-09,75_79,822,6084,302.7
E92000001,England,nation,2022-02-09,80_84,594,3850,265.7
E92000001,England,nation,2022-02-09,85_89,377,2814,317.8
E92000001,England,nation,2022-02-09,90+,349,2504,480.6
E92000001,England,nation,2022-02-09,unassigned,36,316,
E92000001,England,nation,2022-02-08,00_04,1231,9436,291.3
E92000001,England,nation,2022-02-08,00_59,47988,350649,817.6
E92000001,England,nation,2022-02-08,05_09,3373,28970,818.5
E92000001,England,nation,2022-02-08,10_14,5013,43391,1263.0
E92000001,England,nation,2022-02-08,15_19,3739,28513,915.1
E92000001,England,nation,2022-02-08,20_24,4330,26556,764.7
E92000001,England,nation,2022-02-08,25_29,4715,30159,799.7
E92000001,England,nation,2022-02-08,30_34,5066,34697,907.2
E92000001,England,nation,2022-02-08,35_39,5058,37061,991.4
E92000001,England,nation,2022-02-08,40_44,4781,35701,1027.0
E92000001,England,nation,2022-02-08,45_49,4059,29855,820.5
E92000001,England,nation,2022-02-08,50_54,3589,25643,661.7
E92000001,England,nation,2022-02-08,55_59,3034,20667,549.4
E92000001,England,nation,2022-02-08,60+,7371,50690,371.1
E92000001,England,nation,2022-02-08,60_64,2251,15581,487.4
E92000001,England,nation,2022-02-08,65_69,1555,10767,386.7
E92000001,England,nation,2022-02-08,70_74,1227,8609,305.9
E92000001,England,nation,2022-02-08,75_79,893,6253,311.1
E92000001,England,nation,2022-02-08,80_84,568,3930,271.2
E92000001,England,nation,2022-02-08,85_89,462,2926,330.5
E92000001,England,nation,2022-02-08,90+,415,2624,503.6
E92000001,England,nation,2022-02-08,unassigned,41,351,
E92000001,England,nation,2022-02-07,00_04,1453,10082,311.2
E92000001,England,nation,2022-02-07,00_59,54483,372397,868.3
E92000001,England,nation,2022-02-07,05_09,4540,32376,914.7
E92000001,England,nation,2022-02-07,10_14,6654,48288,1405.5
E92000001,England,nation,2022-02-07,15_19,4562,30423,976.4
E92000001,England,nation,2022-02-07,20_24,4301,27274,785.4
E92000001,England,nation,2022-02-07,25_29,4875,31109,824.8
E92000001,England,nation,2022-02-07,30_34,5392,36245,947.7
E92000001,England,nation,2022-02-07,35_39,5574,39321,1051.9
E92000001,England,nation,2022-02-07,40_44,5291,37875,1089.5
E92000001,England,nation,2022-02-07,45_49,4451,31460,864.6
E92000001,England,nation,2022-02-07,50_54,4122,26645,687.6
E92000001,England,nation,2022-02-07,55_59,3268,21299,566.2
E92000001,England,nation,2022-02-07,60+,8056,51857,379.6
E92000001,England,nation,2022-02-07,60_64,2508,16033,501.5
E92000001,England,nation,2022-02-07,65_69,1650,10993,394.8
E92000001,England,nation,2022-02-07,70_74,1199,8771,311.7
E92000001,England,nation,2022-02-07,75_79,1021,6412,319.0
E92000001,England,nation,2022-02-07,80_84,649,4016,277.1
E92000001,England,nation,2022-02-07,85_89,524,2959,334.2
E92000001,England,nation,2022-02-07,90+,505,2673,513.0
E92000001,England,nation,2022-02-07,unassigned,106,351,
E92000001,England,nation,2022-02-06,00_04,1135,10812,333.8
E92000001,England,nation,2022-02-06,00_59,44113,397065,925.8
E92000001,England,nation,2022-02-06,05_09,3722,36916,1043.0
E92000001,England,nation,2022-02-06,10_14,6410,54487,1586.0
E92000001,England,nation,2022-02-06,15_19,3883,32158,1032.1
E92000001,England,nation,2022-02-06,20_24,3015,28026,807.1
E92000001,England,nation,2022-02-06,25_29,3411,31999,848.4
E92000001,England,nation,2022-02-06,30_34,4073,37894,990.8
E92000001,England,nation,2022-02-06,35_39,4392,41657,1114.4
E92000001,England,nation,2022-02-06,40_44,4437,40357,1160.9
E92000001,England,nation,2022-02-06,45_49,3727,33237,913.4
E92000001,England,nation,2022-02-06,50_54,3331,27467,708.8
E92000001,England,nation,2022-02-06,55_59,2577,22055,586.3
E92000001,England,nation,2022-02-06,60+,5975,52970,387.8
E92000001,England,nation,2022-02-06,60_64,1963,16483,515.6
E92000001,England,nation,2022-02-06,65_69,1278,11165,401.0
E92000001,England,nation,2022-02-06,70_74,1013,9017,320.4
E92000001,England,nation,2022-02-06,75_79,740,6465,321.6
E92000001,England,nation,2022-02-06,80_84,453,4107,283.4
E92000001,England,nation,2022-02-06,85_89,304,3032,342.5
E92000001,England,nation,2022-02-06,90+,224,2701,518.4
E92000001,England,nation,2022-02-06,unassigned,31,286,
E92000001,England,nation,2022-02-05,00_04,1103,11685,360.7
E92000001,England,nation,2022-02-05,00_59,37457,420794,981.1
E92000001,England,nation,2022-02-05,05_09,3259,40933,1156.5
E92000001,England,nation,2022-02-05,10_14,4635,60214,1752.7
E92000001,England,nation,2022-02-05,15_19,3028,34108,1094.7
E92000001,England,nation,2022-02-05,20_24,2676,28785,828.9
E92000001,England,nation,2022-02-05,25_29,2937,33097,877.6
E92000001,England,nation,2022-02-05,30_34,3599,39517,1033.2
E92000001,England,nation,2022-02-05,35_39,3990,43820,1172.2
E92000001,England,nation,2022-02-05,40_44,3869,42642,1226.6
E92000001,England,nation,2022-02-05,45_49,3254,34832,957.3
E92000001,England,nation,2022-02-05,50_54,2775,28341,731.3
E92000001,England,nation,2022-02-05,55_59,2332,22820,606.6
E92000001,England,nation,2022-02-05,60+,5729,53945,394.9
E92000001,England,nation,2022-02-05,60_64,1762,16949,530.2
E92000001,England,nation,2022-02-05,65_69,1310,11381,408.8
E92000001,England,nation,2022-02-05,70_74,1076,9190,326.6
E92000001,England,nation,2022-02-05,75_79,710,6540,325.4
E92000001,England,nation,2022-02-05,80_84,400,4114,283.9
E92000001,England,nation,2022-02-05,85_89,261,3045,343.9
E92000001,England,nation,2022-02-05,90+,210,2726,523.2
E92000001,England,nation,2022-02-05,unassigned,23,269,
E92000001,England,nation,2022-02-04,00_04,1248,12497,385.8
E92000001,England,nation,2022-02-04,00_59,45196,439794,1025.4
E92000001,England,nation,2022-02-04,05_09,3893,44759,1264.6
E92000001,England,nation,2022-02-04,10_14,5625,64476,1876.7
E92000001,England,nation,2022-02-04,15_19,3685,35421,1136.8
E92000001,England,nation,2022-02-04,20_24,3327,29216,841.3
E92000001,England,nation,2022-02-04,25_29,3712,33920,899.4
E92000001,England,nation,2022-02-04,30_34,4414,40933,1070.2
E92000001,England,nation,2022-02-04,35_39,4819,45628,1220.6
E92000001,England,nation,2022-02-04,40_44,4550,44475,1279.4
E92000001,England,nation,2022-02-04,45_49,3958,36123,992.8
E92000001,England,nation,2022-02-04,50_54,3300,29096,750.8
E92000001,England,nation,2022-02-04,55_59,2665,23250,618.1
E92000001,England,nation,2022-02-04,60+,7241,54728,400.6
E92000001,England,nation,2022-02-04,60_64,2101,17223,538.8
E92000001,England,nation,2022-02-04,65_69,1509,11519,413.7
E92000001,England,nation,2022-02-04,70_74,1243,9284,329.9
E92000001,England,nation,2022-02-04,75_79,950,6648,330.7
E92000001,England,nation,2022-02-04,80_84,573,4172,287.9
E92000001,England,nation,2022-02-04,85_89,465,3086,348.6
E92000001,England,nation,2022-02-04,90+,400,2796,536.6
E92000001,England,nation,2022-02-04,unassigned,28,265,
E92000001,England,nation,2022-02-03,00_04,1587,13296,410.4
E92000001,England,nation,2022-02-03,00_59,56317,458351,1068.7
E92000001,England,nation,2022-02-03,05_09,4783,49280,1392.3
E92000001,England,nation,2022-02-03,10_14,6989,68714,2000.1
E92000001,England,nation,2022-02-03,15_19,4469,36398,1168.1
E92000001,England,nation,2022-02-03,20_24,4078,29450,848.1
E92000001,England,nation,2022-02-03,25_29,4801,34457,913.6
E92000001,England,nation,2022-02-03,30_34,5599,42296,1105.9
E92000001,England,nation,2022-02-03,35_39,6090,47593,1273.1
E92000001,England,nation,2022-02-03,40_44,5911,46456,1336.4
E92000001,England,nation,2022-02-03,45_49,4830,37163,1021.3
E92000001,England,nation,2022-02-03,50_54,3981,29639,764.8
E92000001,England,nation,2022-02-03,55_59,3199,23609,627.6
E92000001,England,nation,2022-02-03,60+,7606,55370,405.3
E92000001,England,nation,2022-02-03,60_64,2289,17396,544.2
E92000001,England,nation,2022-02-03,65_69,1637,11685,419.7
E92000001,England,nation,2022-02-03,70_74,1297,9378,333.2
E92000001,England,nation,2022-02-03,75_79,948,6651,330.9
E92000001,England,nation,2022-02-03,80_84,613,4233,292.1
E92000001,England,nation,2022-02-03,85_89,421,3146,355.3
E92000001,England,nation,2022-02-03,90+,401,2881,552.9
E92000001,England,nation,2022-02-03,unassigned,51,251,
E92000001,England,nation,2022-02-02,00_04,1679,14182,437.8
E92000001,England,nation,2022-02-02,00_59,65095,476496,1111.0
E92000001,England,nation,2022-02-02,05_09,5400,53812,1520.3
E92000001,England,nation,2022-02-02,10_14,8065,72650,2114.6
E92000001,England,nation,2022-02-02,15_19,5147,37315,1197.6
E92000001,England,nation,2022-02-02,20_24,4829,29695,855.1
E92000001,England,nation,2022-02-02,25_29,5708,34888,925.0
E92000001,England,nation,2022-02-02,30_34,6554,43570,1139.2
E92000001,England,nation,2022-02-02,35_39,7138,49544,1325.3
E92000001,England,nation,2022-02-02,40_44,6862,48547,1396.5
E92000001,England,nation,2022-02-02,45_49,5576,38261,1051.5
E92000001,England,nation,2022-02-02,50_54,4545,30147,777.9
E92000001,England,nation,2022-02-02,55_59,3592,23885,634.9
E92000001,England,nation,2022-02-02,60+,8712,55937,409.5
E92000001,England,nation,2022-02-02,60_64,2707,17642,551.9
E92000001,England,nation,2022-02-02,65_69,1828,11783,423.2
E92000001,England,nation,2022-02-02,70_74,1554,9448,335.7
E92000001,England,nation,2022-02-02,75_79,991,6647,330.7
E92000001,England,nation,2022-02-02,80_84,674,4250,293.3
E92000001,England,nation,2022-02-02,85_89,489,3224,364.2
E92000001,England,nation,2022-02-02,90+,469,2943,564.8
E92000001,England,nation,2022-02-02,unassigned,71,234,
E92000001,England,nation,2022-02-01,00_04,1877,15430,476.3
E92000001,England,nation,2022-02-01,00_59,69736,495753,1155.9
E92000001,England,nation,2022-02-01,05_09,6779,58931,1665.0
